energy_eV,eedf
78.87244453194916,6.932884203408762e-23
79.47915117345163,5.906297337398993e-23
80.08818236147326,5.13977598895966e-23
80.69953809601404,4.551892428134309e-23
81.313218377074,4.088461055548546e-23
81.92922320465311,3.713000978566073e-23
82.54755257875141,3.4009742604525707e-23
83.16820649936886,3.1357473094523326e-23
83.79118496650548,2.9058668677303473e-23
84.41648798016126,2.703213886574399e-23
85.04411554033621,2.5219727708973537e-23
85.67406764703034,2.3578445278356066e-23
86.30634430024364,2.2074761291643912e-23
86.9409454999761,2.0681337523562366e-23
87.57787124622772,1.9374526446469287e-23
88.2171215389985,1.8132589550769856e-23
88.85869637828844,1.6934461005108268e-23
89.50259576409758,1.5759134968770043e-23
90.14881969642586,1.458487898655483e-23
90.79736817527332,1.3389119455009805e-23
91.44824120063996,1.2247374193427721e-23
92.10143877252573,1.1183164806512295e-23
92.75696089093066,1.0236201988740114e-23
93.4148075558548,9.384204338144815e-24
94.07497876729809,8.661964685508814e-24
94.73747452526055,8.047738828910118e-24
95.40229482974216,7.522696328891392e-24
96.06943968074293,7.070927336067191e-24
96.73890907826288,6.679152796893042e-24
97.41070302230202,6.336828444538893e-24
98.0848215128603,6.035761301528753e-24
98.76126454993776,5.7695687439309674e-24
99.44003213353437,5.533770777850651e-24
100.12112426365015,5.32530820709772e-24
100.80454094028511,5.142309205086589e-24
101.49028216343922,4.9840572451044215e-24
102.17834793311252,4.850899664956478e-24
102.86873824930495,4.744563326571698e-24
103.56145311201657,4.668107590575655e-24
104.25649252124735,4.626060211957825e-24
